website_name,Label
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7coju-_yz34UCmBkrYPmLhHlQmIt45nGSnAAYR0uKVo7b0bJ3se0sFsvF7g7LLkzXFTWuB_WTOvgbSkLJFfd4fPo5y4ms8vzqLWtNNBbpmS9KPb1RS-1VPhcWyvukyzr1lrlw-hz2MCPQWHZRvPB2N8G1lye0Jh1QjTmll7IbN6v6YQS6-Q1E4yqN9GP00XumAhGnZHDj78OcME4p24eiUoQEgq-Gw\%3D\%3D&amp;attredirects=1,1
jainplywood.in/.paypal-verification/new1/5bdb5dc40d0125dad36383962d803137/732f4fa857a71f9d82d553e073ea07f0/,1
tinyurl.com/8dtsgta,1
villakidsbuffetinfantil.com/Limit-id=65722/19129361352048746464db8563c16d8f/,1
www.fzweite.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&ltosqrcssl=0&dest,1
www.cgiexpo.com/listing/3818/Amazon-Products-Feed.html,0
www.region18.org/lolhs_files/first_robotics/,0
arglist.com/regex/,0
home.scarlet.be/yvan_martens/rug/RUGApplet.html,0
sofotosbook.com.br/topform/56e62f7d909afdf2f2df2b1d523f86b4/,1
www.evolucionaycrece.cl/paypal.com/error_login.htm,1
rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwMTQzNA==,1
mom1630.my3gb.com/,1
www.java4less.com/rchartphp/index.html,0
service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s56565d4s5d45sd48s5d5s5ds45d4s5.riadaziman.eu/e0b5aaf19130994582db610bd73db946/Web?885db116fdbfb21918z87HgO97YHhxa5120312838zXAZE7162361777c498f0e4486871d254a9bb4eb9072777c498f0e4486871d254a9bb4eb9072,1
www.erzurumsarkinsaat.com.tr/cache/mod_kayanhaber/acessoseguro/,1
donzapatopontevedra.com/remax/,1
huxijis8.com/images/?us.battle.net/login/en/?ref=lyxnhkdus.battle.net/d3/en/index&app=com-d3,1
www.fgroupsoft.com/Absolutestartup/Description.html,0
www.stadtbetriebe-ahrensburg.de/abwasser/archiv/2004/10/3/abwassergebuhren-2004/login/www.paypal.co.uk/login/ipoi/login.htm,1
groups.google.com/group/utahpython,0
www.w3.org/TR/xquery-update-10/,0
pastehtml.com/view/c83aa4829.html,1
java.sun.com/docs/books/poster/,0
www.visual-paradigm.com/product/sde/jb/index.jsp,0
www.ariadne.ac.uk/issue36/search-engines/,0
www.meissnersd.com/csharp.htm,0
www.stbcomputer.com/autodesk/components/www.paypal.com/dk/cgi-bin/webscr/cmd-login/108a6046d0f7f98c0c92a768ab85bf68/login.htm,1
mustafakose.name.tr/natwest.co.uk/index.html,1
blumenthals.com/blog/,0
www.cc.gatech.edu/gvu/people/Faculty/Randy.Carpenter/sgimeta.html,0
www.ibm.com/developerworks/java/library/j-webstart/,0
www.rejnok.g6.cz/wp-content/plugins/zlwqoooauia/passchanged.html,1
www.e-power.bz/live/main/scheduled/omaintenance/laidenew/,1
www.sonystyle.com/webapp/wcs/stores/servlet/CategoryDisplay?catalogId=10551&amp;storeId=10151&amp;langId=-1&amp;categoryId=16178,0
www.tentsforsaleonline.com/debugs/affiliates.html,1
esltn.clanteam.com/,1
www.edb.utexas.edu/multimedia/PDFfolder/Morphing.pdf,0
www.easymarketing.hu/wp-includes/images/paypal/paypal/us/error_login.html,1
daubau.it/picoplog/,0
www.innerpeace.org/pagejumper.shtml,0
www.palimpalem.com/6/Creditosyvip/,1
www.vamausa.org/cms2/templates/beez5/css/twentyelen/login/OpretdinkodetilVerifiedbyVisaellerMasterCardSecureCode.html,1
mesentericischemia.net/paypal.it/login/security/confirmation4548684645384534/it/processing.htm?amp,1
www.sans.org/resources/policies/Internet_DMZ_Equipment_Policy.pdf,0
lighthousekamdoe.in/wp-content/themes/twentyeleven/inc/update/index.php,1
www.macspeedzone.com/archive/5.0/usbcomparison.html,0
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7crKn3mGlN-GRdIEJRqYAUmq7JiDxDLJNOzaVtu_98b4CIH9C7PUIGUm9on1XJ25spNFXr8EQqpERK6COoJFtBGIg-M6-XWsQZ5ubSF7WUNFQcCAQkDXeFRbfPMmxq94cpupb7nLclbnoR3S0BXKWrTzLvLnQG4WY_bP0rCw-wDUlTx-5eegkoBmlEpQhn3vBvxMLgetOJwp4btn-WmoqM4zu9-khg\%3D\%3D&amp;attredirects=0,1
www.usatoday.com/tech/2002/05/08/ebooks.htm,0
service-paypal.com.cgi-bin-webscr-cmd-login-submit-dispatch-5885d80a13c0db1.f8e263663d3faee8d7283.e7f0184a5674430f2.90db9e9c846.e98e116480ea13c0affae.e89705.b4d2116493.c0d65b3e9f3.7f25e65a8.a068e22.dieselindustrial.com/your-account.php,1
modniybuket.ru/templates/rhuk_milkyway/index1.php,1
www.thewanderlust.net/blog/,0
www.cs.wisc.edu/multifacet/,0
www.icann.org/tlds/agreements/verisign/ain-audit-19jun02.htm,0
en.wikipedia.org/wiki/The_Settlers_of_Catan,0
developer.apple.com/darwin/,0
www.kitebird.com/csh-tcsh-book/tcsh.html/,0
www.njdiaosu.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1
scottplusmarika.com/wp-content/themes/classic/wells/,1
www.netlib.org/opt/,0
tools.ietf.org/html/rfc1403,0
tools.ietf.org/html/rfc1130,0
www.tibiapacclottery.za.pl/,1
www.shisimi.com/images/?ref=us.battle.net/d3/en/indexapp=com-d3,1
www.paraben.com/html/cm.html,0
www.lgrossman.com/mjnk/,0
"secure-runescape-services-forums-loginwebserver-webs.tk/m=forum/forums.ws17,18,810,63120405",1
tools.ietf.org/html/rfc3026,0
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7cppLiVDDeoqUttCckX78eLR3mRO-iu_fJOTzELKIvUkqaBhV9hp2tOxfHBTF0JDF0EwLBwjR34INOy1FMQP5aS_xxxuXGrQrTkk8cyzzzNgYjqDPqyWTsFfT6CwF4v4pMf0--Zvq0ysCUjGOD_fU_dxvdioIFucwu42ofRKw7R-e5e2yZ4tkKhzb39a41FCulAO8KjKtdvWI4UQDBv132FEYThb_Q\%3D\%3D&attredirects=0,1
lnk.co/I1Y2C,1
ehhoe.eu/reco/,1
www.austinpcc.org/scripts/tinymce/jscripts/tiny_mce/plugins/filemanager/files/templates/cgi-bin/ad631cbc1a28ac9d6eac381dc253009c/webscr.htm?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,1
goldtassel.faithweb.com/dolls.htm,0
ieltsspeakingblog.com/wp-content/plugins/zngxopypwjq/3724740750/de-34136426436/paypal.com/de/.9d4f47e6389393e534a5e8a8f2/cgi-bin/,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crWYpPfNK8RQVGVRhZaayaU7K4SNHIrz7_zCdB-3eqHYxbHfk_BCkstBDvMnP3iW1U8C_GqYtuaiblm_fjYi6irUi2Tx9bTIZglDca15dCJmgE1ghmTBNmNVsg6AJ0Qqfb0iwPSG1pqFgkf98Le909uS2Z9zJnpfxfM66J1X7D5phkBW8D_TzD1hkMA_yh2PWlvcxB5z8o3Csdejg0KwEhEwNkSog\%3D\%3D&amp;attredirects=2,1
www.sxrxrz.com/bz/login.html?amp;app=com-d3&amp;amp;eu.battle.net/login/en/?ref=us.battle.net/d3/en/index,1
tools.ietf.org/html/rfc1063,0
www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=dhcgcwzus.battle.net/d3/en/index&amp;app=com-d3,1
mylondonroom.com/ppay/eucbt/login.html?mi-kyanto@hotmail.it,1
resgatefidelidadetam2013.biz.br.ms/,1
papal.gofreeserve.com/measures.php?=paypal=_login-submit&dispatch=service_centre,1
www.memex.org/meme2-13.html,0
www.labyrinth.net.au/~tdp/,0
www.aaxcomponents.com/aaxDriveManager/main.htm,0
tools.ietf.org/html/rfc1289,0
natwestbank.ttranswema.tk/ebanking/infojjj/,1
tools.ietf.org/html/rfc2694,0
yesilmimar.com/Paypalupdate/webscr/index.php,1
paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.010878667302805058979998720140785745758567584227545477587.rounceconstruction.co.uk/1a66fda4600c30c0b9aa8b7008500ac8/,1
8464.eu/form/use/MailUpgrade/form1.html,1
www.nasteviwedding.com/install/form.asp.php,1
habbomoedasgratis0001.blogspot.com/,1
www.cncs.com.br/wp-content/content/,1
www.dassault-aviation.com/en/space.html?L=1,0
remax.frascareli.com.br/,1
duh.com/discordia/,0
www.thaiopensource.com/nxml-mode/,0
www.accusoft.com/java.htm,0
jpbrewton.tripod.com/jamesbrewton/,0
tardafs.com/dkua26y5p9rz8s120155/YWRlbXBpZXJlLmFuZnJhZ2VAaW50ZWdyYXRpby5jaA==/xDEsdR/ZmFyenRvZHMub3Jn,1
ffv-9.9hz.com/,1
dorn.transfer-pp-konflikt.com/user-konflikt.php,1
tools.ietf.org/html/rfc1298,0
www.equi-lab.com.tn/Connections/IBlogin.htm,1
www.thetruckshop.net/admin/spaw2/uploads/files/,1
www.domainfellow.com/help.asp,0
sitebr.comze.com/,1
exinfmvs.securesites.net/training/,0
www.bandsman.co.uk/other.htm,0
verified-access.us.tf/,1
www.shinyei.co.jp/AFCBearings/index.htm,0
www.paypal.com.us.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.5885d80a13c0db1f8e263663d3f.aee811d01j111yh0111isl153364wxekhteamindexfo100011s.digicozum.com/limit/Limit-id=g5436NLs6i4oGYMGn82dc33hC1B6ekRjMj4U7B343UU67HE03e0/07858fd39f505a0fa8ac954670e22119/,1
paypal.com.cgi-bin.jewulski.pl/webscr.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,1
services.runescape.co.cm/m=forums/forums.vs?1549,1
ptost.ru/modules/mod_sys/0832218892/login3848465/,1
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=mqqaeukus.battle.net/d3/en/index&amp;app=com-d3,1
bonnietijerina.com/serviceupdate/O2Network_Security.html,1
entretecno.cl/images/facte/5c53dc761d3567354fde1bea90b5fc34/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
s.hongleongconnect.my.alohaimoveis.com.br/s.hongleongconnect.my/index.htm,1
www.wtrt.net/~jands,0
paypal.clp-it.co.uk/toate/6MA1z/,1
www.acc.umu.se/~corps/albedo/,0
webhelpplace.ucoz.com/outlook.htm,1
www.chooknet.com.au/cache/cielocadastro/cadastro7.html,1
www.isearchthenet.com/isearch/,0
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/update/,1
www.traffick.com/article.asp?aID=53,0
icxr.com/aczoom.html,0
plstrade.ca/images/aqq1/index.php,1
interactuandoconlainema.edu.co/Paypal/Account/login.php,1
update-information010.bjit.com.au/?/cgi-bin/webscr?cmd=_login-\%0d\%0asubmit&amp;dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60,1
paypal.us.cgi.bin.webscr.cmd.login.webapps.mpp.home.billing.active.4353452657233533453.lindenleafnannies.com/84a097de67189c8fbb108e1ed72e48f1/,1
www.edos.com.tr/images/web/,1
bearben.com/KXgbf8OPLMo/webscrprim.php?YmVhcmJlbi5jb20=uhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODAwMjI3Mw==,1
alvinltd.yolasite.com,1
www.webmastermedia.net/home/,0
robotics.ee.uwa.edu.au/lgrammar/,0
www.scdyw.mobi/JS/?us.battle.net/login/en/?ref=tratbucus.battle.net/d3/en/index&amp;app=com-d3,1
www.gamefaqs.com/psp/932613-ratchet-and-clank-size-matters/data,0
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqp0Bttb1zqOLGEE-26KL9QtaTxxBha_h_z9x_xK8o3KYrwiTkW2oWSqJeXnpSlRn6xH3Bu0Csmc43k4fcO_PGXSe-Y1mhrbVNcOIWM-hs8XBuPn4P7Kxia0aUyB97wO7t1612XzfU-UyFx7i3-Rk7hEJ8vm_vi8rNgcN8Bz0RZYHcixMIvdtDdtFDI1GuNhFjX7d_ErAOd06UOmKfTkFKpV2bf5w\%3D\%3D&amp;attredirects=2,1
cityparkalbania.com/remax/,1
www.csmonitor.com/2002/0418/p01s01-ussc.html,0
www.toysrgus.com/toysrusbs.html,0
lc77.ru/modules/mod_templ/9394860880/241250503/,1
paypal.com-us.cgi-bin.webscr-cm-login.submit-distch.588us1-9db1.net-hosting.gr/tml/paypal.com-us.cgi-bin.webscr-cm-login.submit-distch.588us1-9db1/d6e412a55b98ff2d63866bb3a63942cb/,1
arbiter.wipo.int/domains/decisions/html/2001/d2001-0383.html,0
www.biancoguayiaquil.com/bg/indexAhorro.html,1
diecobath.com/images/banners/remax/index.htm,1
www524.paypal.co.uk.31792.ssl-320.mx/js/webapps/uk/mpp/?cmnd=_lg&nav=_09E535D8587DC25892C4,1
www.zetetics.com/bj/papers/oofs.htm,0
ridecker.com/Paypal_Virefication/,1
www.itl.nist.gov/div897/ctg/software.htm,0
tools.ietf.org/html/rfc476,0
fullcredit.hu/verification/use/sec22/form1.html,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cotDtRljTuKRmykRGDWl0iWiJ_hYxyK4RZNQJR4iO7LUFpYWaYfkZUKH6VmGD2OvGH81NZJIMuAjrbbcLo6w_cU0y19TBDMnd0jwLHJhW5zcybqQt9TQ0aqqdBFt92HEskmdSVAPXb4dtmyC6ijbyiP9nC5pZt_WlhA2whn8xk3FzoFCRTxv-yBuWj9sVXTLpKKxHJWFMw10z3vEyaM7TvfcxpPtg==&amp;attredirects=1,1
www.davidjayvoiceover.com/demo.htm,0
desinvestmentproperties.com/wp-content/themes/twentyten/yahool2.php,1
www.paypal.ca.3041.secure1r.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=ae20b94d3539a250051d4c5bf4cdb1db,1
tools.ietf.org/html/rfc1243,0
ok.llok.asia/login/en/login.html,1
www.pousadavillarejo.com.br/logs/bankline.com.br/GRIPNET/bkl/com.dl/,1
scootersafe.net/RemaxNew/index.php,1
www.w3.org/TR/xpath-functions/,0
www.skynet.ie/~caolan/Packages/libwmf.html,0
construmaxbahia.com.br/images/recadastro/,1
abertislimsa.tekcities.com/Sample=9343=ID-Login.html,1
thisisboutique.com/wp-content/upgrade/pp.html,1
pastehtml.com/view/b4016b92h.html,1
www.angelfire.com/de2/newconcepts/index.html,0
simecchilesa.com/00/a74b721bc2bc583a7f35c1097ad82347/,1
fun-dive.com/gps/?check=1i23383481.html,1
promocaoredecard.host56.com,1
www.msstate.edu/org/mta/,0
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cp368g_aAbIrqRl5kgAR58-xr8VGDnEP7X68OK90WbFvmhPgBW4jxdRojdsA-DyMN3SN4mAo6VDub5QqmkNmspIUFzt1dtBHZkBhPKAiT9mW1_flxpWxi087F8PM0hh1x3TKfwoBDWA1XJyRMiLR4khWAVLeAAnhbSftOcD2zHMw68vhbmwzIHSX6odTBywE5Z5IsWWnhJyEJsBzPObPr-qcJJK3g\%3D\%3D&amp;attredirects=1,1
www.mygold.cc/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;nmexqoqamp;ssl=0&amp;dest,1
rybkj.cn/jpg/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,1
www.revolutionmillstudios.com/history.html,0
www.bgraregistration.com/images/en-GB/verfication/Processing.htm,1
spdg1.sci.shizuoka.ac.jp/grwinlib/english/,0
www.520168.cn/style/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1
xosothudo.com.vn/paypal.co.il/paypal.co.il.cgi-bin.webscr.cmd-login-submitdispatch.paypal.co.il.webscr/paypal.co.il/webscr/f77ab309b690fc1af43c295a5669b5d3/,1
square.umin.ac.jp/~hchang/ksm/,0
www.ca.com/us/database-management.aspx,0
wotug.ukc.ac.uk/parallel/environments/pvm3/tape-pvm/,0
www.mozilla.org/projects/security/pki/jss/,0
www.cl.cam.ac.uk/~mgk25/ada.html,0
szw.lut.cn/www/admin/upload/images/blog/?us.battle.net/login/en/?ref=hixsdsmus.battle.net/d3/en/index&amp;app=com-d3,1
www.onjava.com/pub/a/onjava/2002/12/04/realjdo.html,0
www.hormonewellstore.com/update-paypal/paypal-update/index.htm,1
support-loginoer.tk/login.asp?app=bam&ref=us.battle.net/account/management/index.xml,1
spkore.com/wp-includes/images/ps.php,1
tibia.com.comuunity.guilds.subtopic.w.interia.pl/acoount.html,1
paypal-german.de/login/78517/index.php,1
www.w3.org/Robot/,0
www.3-rivers.com/software/,0
djdj4.com/Js/,1
www.moitozo.com/ministryfriends/install/data/catalog2/product/Authorization.html,1
www.computerhope.com/rdebug.htm,0
presslinkpr.com/images/del/,1
webopedia.com/TERM/d/data_compression.html,0
www.rulestibia.yoyo.pl/,1
www.rkk.cz/~mpoupe,0
jovantrade.com/houses/remax/index.htm,1
xosothudo.com.vn/paypal.co.il/paypal.co.il.cgi-bin.webscr.cmd-login-submitdispatch.paypal.co.il.webscr/paypal.co.il/webscr/bca7c2172a228c1c34c9a7718092df95/,1
www.red-ring.com/products.htm,0
www.openroad.ca/vanjug,0
paypal.com.cgi-binwebscr.cmd.flow.session.0ublxbtoxkn08tj9bvo334ue.u56ispo9ehc9g.vsyspujymvofeijg.dispatch.c70bbe4152667b97c3d1f6a850acfdd2fbb19a3d47242b07152noo.online.epayupgrad.e-recruitmentcam.com/98d759bc00348446d1b109dc83ec3aab/,1
discovermagazine.com/1997/apr/thecurseofqwerty1099,0
verify-aol-account.yolasite.com,1
painterspaintings.com/P_mindelse-koordinaterne-dk/ade5bf4320486d3204670a755ea44c37/,1
opt.pabos.com.ua/update/webscr.php?amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e51873357f77b243e5f038492eb3c28dd91873357f77b243e5f038492eb3c28dd9&amp;cmd=_login-run,1
www.buyagro.com/sandan/index.htm,0
cine-3d.com.ar/g,1
szlingyu.cn/js,1
thebbs.org/dns/,0
msdn.microsoft.com/en-us/library/aa260637(VS.60).aspx,0
thomba.org/yDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&sdr01=YnktZWZmZWN0QHdlYi5kZQ=Message-ID:,1
www.allisons.org/ll/Logic/Prolog/,0
www.mpitime.com/mpi/home.html,0
advancedsystem.ru/serv/includes/us/cg1-bin/webscr.htm?cmd=_login-submit,1
www.nativetechnologyinc.net/native/,0
mc121mailnyahoverimcwel3.3owl.com/siasia1.html,1
members.optusnet.com.au/dacoutts/Billabong/rfluxx.htm,0
use.qualityresearchsurvey.com/splashpage.aspx?amp;nm=01vgare28txhan&amp;amp;s=4577&amp;amp;se=53&amp;amp;ust=69d570f2afb54d3c982ac73c51dbc582&amp;g=1970b5e943fc473386eba115316e4b66,1
northwestriverguides.com/interacpayment2/rbc/.secure/,1
refbeg.info/aTcntrlde/webscr_prim.php?cmVmYmVnLmluZm8=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM0NTMxNDA2Nw==,1
www.dmoz.org/guidelines/editall/,0
www.clcatv.cn/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1
aspadministracao.com.br/wp-content/plugins/yet-another-related-posts-plugin/yarpp-templates/dk/paypal.dk/webscr.htm?cmd=SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runameMessage-ID:,1
www.stm.info/English/metro/a-index.htm,0
www.sariagil-taskale.com/PY/paypal/?cmd=_login-run,1
tools.ietf.org/html/rfc1160,0
www.discovergames.com/Prefix.html,0
tools.ietf.org/html/rfc1478,0
www.acollab.fr//wp-includes/aol.com/update.htm,1
www.bandsman.co.uk/other.htm,0
